id,title,authors,venue,year,group_id,original_id
3428,Finding Data in the Neighborhood,"André Eickler, Alfons Kemper, Donald Kossmann",VLDB,1997,1714.0,conf/vldb/EicklerKK97
3429,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,"Khaled Alsabti, Sanjay Ranka, Vineet Singh",Very Large Data Bases,1997,1715.0,673650
3430,A One-Pass Algorithm for Accurately Estimating Quantiles for Disk-Resident Data,"Khaled Alsabti, Vineet Singh, Sanjay Ranka",VLDB,1997,1715.0,conf/vldb/AlsabtiRS97
3431,Concurrent Garbage Collection in O2,"Marcin Skubiszewski, Patrick Valduriez",VLDB,1997,1716.0,conf/vldb/SkubiszewskiV97
3432,Concurrent Garbage Collection in O2,"Marcin Skubiszewski, Patrick Valduriez",Very Large Data Bases,1997,1716.0,673640
3433,Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting,"Srinivas Ashwin, Prasan Roy, S. Seshadri, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1997,1717.0,673645
3434,Garbage Collection in Object Oriented Databases Using Transactional Cyclic Reference Counting,"S. Sudarshan, Prasan Roy, Abraham Silberschatz, S. Seshadri, Srinivas Ashwin",VLDB,1997,1717.0,conf/vldb/AshwinRSSS97
3435,Dynamic Memory Adjustment for External Mergesort,"Weiye Zhang, Per-&#197;ke Larson",Very Large Data Bases,1997,1718.0,671006
3436,Dynamic Memory Adjustment for External Mergesort,"Weiye Zhang, Per-Åke Larson",VLDB,1997,1718.0,conf/vldb/ZhangL97
3437,Evaluation of Main Memory Join Algorithms for Joins with Set Comparison Join Predicates,"Guido Moerkotte, Sven Helmer",VLDB,1997,1719.0,conf/vldb/HelmerM97
3438,Evaluation of Main Memory Join Algorithms for Joins with Set Comparison Join Predicates,"Sven Helmer, Guido Moerkotte",Very Large Data Bases,1997,1719.0,673667
3439,A Generic Approach to Bulk Loading Multidimensional Index Structures,"Bernhard Seeger, Peter Widmayer, Jochen Van den Bercken",VLDB,1997,1720.0,conf/vldb/BerckenSW97
3440,A Generic Approach to Bulk Loading Multidimensional Index Structures,"Jochen Van den Bercken, Bernhard Seeger, Peter Widmayer",Very Large Data Bases,1997,1720.0,671016
3441,A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations,"Jong-Hak Lee, Young-Koo Lee, Kyu-Young Whang, Il-Yeol Song",Very Large Data Bases,1997,1721.0,671015
3442,A Region Splitting Strategy for Physical Database Design of Multidimensional File Organizations,"Kyu-Young Whang, Il-Yeol Song, Young-Koo Lee, Jong-Hak Lee",VLDB,1997,1721.0,conf/vldb/LeeLWS97
3443,DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,"Roy Goldman, Jennifer Widom",Very Large Data Bases,1997,1722.0,671008
3444,DataGuides: Enabling Query Formulation and Optimization in Semistructured Databases,"Roy Goldman, Jennifer Widom",VLDB,1997,1722.0,conf/vldb/GoldmanW97
3445,Fast Incremental Maintenance of Approximate Histograms,"Yossi Matias, Phillip B. Gibbons, Viswanath Poosala",VLDB,1997,1723.0,conf/vldb/GibbonsMP97
3446,Fast Incremental Maintenance of Approximate Histograms,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",Very Large Data Bases,1997,1723.0,673669
3447,Groupwise Processing of Relational Queries,"Damianos Chatziantoniou, Kenneth A. Ross",Very Large Data Bases,1997,1724.0,671003
3448,Groupwise Processing of Relational Queries,"Kenneth A. Ross, Damianos Chatziantoniou",VLDB,1997,1724.0,conf/vldb/ChatziantoniouR97
3449,Effective Memory Use in a Media Server,"Edward Y. Chang, Hector Garcia-Molina",Very Large Data Bases,1997,1725.0,671022
3450,Effective Memory Use in a Media Server,"Edward Y. Chang, Hector Garcia-Molina",VLDB,1997,1725.0,conf/vldb/ChangG97
3451,Efficient User-Adaptable Similarity Search in Large Multimedia Databases,"Thomas Seidl, Hans-Peter Kriegel",Very Large Data Bases,1997,1726.0,673655
3452,Efficient User-Adaptable Similarity Search in Large Multimedia Databases,"Thomas Seidl, Hans-Peter Kriegel",VLDB,1997,1726.0,conf/vldb/SeidlK97
3453,Geo/Environmental and Medical Data Management in the RasDaMan System,"Norbert Widmann, Paula Furtado, Peter Baumann, Roland Ritsch",VLDB,1997,1727.0,conf/vldb/BaumannFRW97
3454,Geo/Environmental and Medical Data Management in the RasDaMan System,"Peter Baumann, Paula Furtado, Roland Ritsch, Norbert Widmann",Very Large Data Bases,1997,1727.0,673652
3455,GTE SuperPages: Using IR Techniques for Searching Complex Objects,"Steven D. Whitehead, Himanshu Sinha, Michael Murphy",VLDB,1997,1728.0,conf/vldb/WhiteheadSM97
3456,GTE SuperPages: Using IR Techniques for Searching Complex Objects,"Steven D. Whitehead, Himanshu Sinha, Michael Murphy",Very Large Data Bases,1997,1728.0,673660
3457,Data Manager for Evolvable Real-time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",VLDB,1997,1729.0,conf/vldb/GinisHKMT97
3458,Data Manager for Evolvable Real-time Command and Control Systems,"Eric Hughes, Roman Ginis, Bhavani M. Thuraisingham, Peter C. Krupp, John A. Maurer",Very Large Data Bases,1997,1729.0,670997
3459,Distributed Processing over Stand-alone Systems and Applications,"Gustavo Alonso, Claus Hagen, Hans-J&#246;rg Schek, Markus Tresch",Very Large Data Bases,1997,1730.0,671020
3460,Distributed Processing over Stand-alone Systems and Applications,"Claus Hagen, Hans-Jörg Schek, Gustavo Alonso, Markus Tresch",VLDB,1997,1730.0,conf/vldb/AlonsoHST97
3461,Critical Database Technologies for High Energy Physics,"David M. Malon, Edward N. May",Very Large Data Bases,1997,1731.0,673642
3462,Critical Database Technologies for High Energy Physics,"David M. Malon, Edward N. May",VLDB,1997,1731.0,conf/vldb/MalonM97
3463,Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,"Suresh Kumar, Eng-Kee Kwang, Divyakant Agrawal",VLDB,1997,1732.0,conf/vldb/KumarKA97
3464,Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,"Suresh Kumar, Eng-Kee Kwang, Divyakant Agrawal",Very Large Data Bases,1997,1732.0,671009
3465,Efficient Testing of High Performance Transaction Processing Systems,"D. Wildfogel, Ramana Yerneni",Very Large Data Bases,1997,1733.0,670998
3466,Efficient Testing of High Performance Transaction Processing Systems,"D. Wildfogel, Ramana Yerneni",VLDB,1997,1733.0,conf/vldb/WildfogelY97
3467,Innovation in Database Management: Computer Science vs. Engineering,Kenneth R. Jacobs,Very Large Data Bases,1997,1734.0,673647
3468,Innovation in Database Management: Computer Science vs. Engineering,Kenneth R. Jacobs,VLDB,1997,1734.0,conf/vldb/Jacobs97
3469,The Microsoft Repository,"David Shutt, Jason Zander, Brian Harry, Paul Sanders, Philip A. Bernstein",VLDB,1997,1735.0,conf/vldb/BernsteinHSSZ97
3470,The Microsoft Repository,"Philip A. Bernstein, Brian Harry, Paul Sanders, David Shutt, Jason Zander",Very Large Data Bases,1997,1735.0,670999
3471,Multidimensional Access Methods: Trees Have Grown Everywhere,"Nick Roussopoulos, Christos Faloutsos, Timos K. Sellis",VLDB,1997,1736.0,conf/vldb/SellisRF97
3472,Multidimensional Access Methods: Trees Have Grown Everywhere,"Timos K. Sellis, Nick Roussopoulos, Christos Faloutsos",Very Large Data Bases,1997,1736.0,673658
3473,Incremental Organization for Data Recording and Warehousing,"H. V. Jagadish, P. P. S. Narayan, S. Seshadri, S. Sudarshan, Rama Kanneganti",Very Large Data Bases,1997,1737.0,671013
3474,Incremental Organization for Data Recording and Warehousing,"S. Sudarshan, P. P. S. Narayan, Rama Kanneganti, H. V. Jagadish, S. Seshadri",VLDB,1997,1737.0,conf/vldb/JagadishNSSK97
3475,Multiple-View Self-Maintenance in Data Warehousing Environments,Nam Huyn,VLDB,1997,1738.0,conf/vldb/Huyn97
3476,Multiple-View Self-Maintenance in Data Warehousing Environments,Nam Huyn,Very Large Data Bases,1997,1738.0,673644
3477,Recovering Information from Summary Data,"Christos Faloutsos, H. V. Jagadish, Nikolaos Sidiropoulos",Very Large Data Bases,1997,1739.0,673641
3478,Recovering Information from Summary Data,"Nikolaos Sidiropoulos, Christos Faloutsos, H. V. Jagadish",VLDB,1997,1739.0,conf/vldb/FaloutsosJS97
3479,Implementing Abstract Objects with Inheritance in Datalogneg,Hasan M. Jamil,VLDB,1997,1740.0,conf/vldb/Jamil97
3480,Implementing Abstract Objects with Inheritance in Datalogneg,Hasan M. Jamil,Very Large Data Bases,1997,1740.0,673648
3481,The Case for Enhanced Abstract Data Types,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",VLDB,1997,1741.0,conf/vldb/SeshadriLR97
3482,The Case for Enhanced Abstract Data Types,"Praveen Seshadri, Miron Livny, Raghu Ramakrishnan",Very Large Data Bases,1997,1741.0,671010
3483,Integrating Reliable Memory in Databases,"Peter M. Chen, Wee Teck Ng",VLDB,1997,1742.0,conf/vldb/NgC97
3484,Integrating Reliable Memory in Databases,"Wee Teck Ng, Peter M. Chen",Very Large Data Bases,1997,1742.0,673643
3485,Logical and Physical Versioning in Main Memory Databases,"Rajeev Rastogi, S. Seshadri, Philip Bohannon, Dennis W. Leinbaugh, Abraham Silberschatz, S. Sudarshan",Very Large Data Bases,1997,1743.0,671017
3486,Logical and Physical Versioning in Main Memory Databases,"S. Seshadri, Rajeev Rastogi, Abraham Silberschatz, Philip Bohannon, Dennis W. Leinbaugh, S. Sudarshan",VLDB,1997,1743.0,conf/vldb/BohannonLRSSS97
3487,Using Versions in Update Transactions: Application to Integrity Checking,"Dimitri Tombroff, Eric Simon, François Llirbat",VLDB,1997,1744.0,conf/vldb/LlirbatST97
3488,Using Versions in Update Transactions: Application to Integrity Checking,"Fran&#231;ois Llirbat, Eric Simon, Dimitri Tombroff",Very Large Data Bases,1997,1744.0,670991
3489,Materialized Views Selection in a Multidimensional Database,"Ernest Teniente, Elena Baralis, Stefano Paraboschi",VLDB,1997,1745.0,conf/vldb/BaralisPT97
3490,Materialized Views Selection in a Multidimensional Database,"Elena Baralis, Stefano Paraboschi, Ernest Teniente",Very Large Data Bases,1997,1745.0,671019
3491,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,"John C. Shafer, Rakesh Agrawal",Very Large Data Bases,1997,1746.0,671018
3492,Parallel Algorithms for High-dimensional Similarity Joins for Data Mining Applications,"Rakesh Agrawal, John C. Shafer",VLDB,1997,1746.0,conf/vldb/ShaferA97
3493,STING: A Statistical Information Grid Approach to Spatial Data Mining,"Wei Wang, Jiong Yang, Richard R. Muntz",Very Large Data Bases,1997,1747.0,758369
3494,STING: A Statistical Information Grid Approach to Spatial Data Mining,"Wei Wang, Richard R. Muntz, Jiong Yang",VLDB,1997,1747.0,conf/vldb/WangYM97
3495,Merging Ranks from Heterogeneous Internet Sources,"Luis Gravano, Hector Garcia-Molina",Very Large Data Bases,1997,1748.0,670994
3496,Merging Ranks from Heterogeneous Internet Sources,"Hector Garcia-Molina, Luis Gravano",VLDB,1997,1748.0,conf/vldb/GravanoG97
3497,To Weave the Web,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",VLDB,1997,1749.0,conf/vldb/AtzeniMM97
3498,To Weave the Web,"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",Very Large Data Bases,1997,1749.0,671014
3499,Using Probabilistic Information in Data Integration,"Daniela Florescu, Daphne Koller, Alon Y. Levy",Very Large Data Bases,1997,1750.0,673654
3500,Using Probabilistic Information in Data Integration,"Alon Y. Levy, Daniela Florescu, Daphne Koller",VLDB,1997,1750.0,conf/vldb/FlorescuKLP97
3501,On-Demand Data Elevation in Hierarchical Multimedia Storage Servers,"Peter Triantafillou, Thomas Papadakis",Very Large Data Bases,1997,1751.0,673663
3502,On-Demand Data Elevation in Hierarchical Multimedia Storage Servers,"Thomas Papadakis, Peter Triantafillou",VLDB,1997,1751.0,conf/vldb/TriantafillouP97
3503,Principles of Optimally Placing Data in Tertiary Storage Libraries,"Stavros Christodoulakis, Peter Triantafillou, Fenia Zioga",Very Large Data Bases,1997,1752.0,671007
3504,Principles of Optimally Placing Data in Tertiary Storage Libraries,"Fenia Zioga, Peter Triantafillou, Stavros Christodoulakis",VLDB,1997,1752.0,conf/vldb/ChristodoulakisTZ97
3505,Vertical Data Migration in Large Near-Line Document Archives Based on Markov-Chain Predictions,"Achim Kraiss, Gerhard Weikum",Very Large Data Bases,1997,1753.0,673664
3506,Vertical Data Migration in Large Near-Line Document Archives Based on Markov-Chain Predictions,"Achim Kraiss, Gerhard Weikum",VLDB,1997,1753.0,conf/vldb/KraissW97
3507,Optimizing Queries Across Diverse Data Sources,"Laura M. Haas, Donald Kossmann, Edward L. Wimmers, Jun Yang",Very Large Data Bases,1997,1754.0,670995
3508,Optimizing Queries Across Diverse Data Sources,"Edward L. Wimmers, Donald Kossmann, Jun Yang, Laura M. Haas",VLDB,1997,1754.0,conf/vldb/HaasKWY97
3509,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases,"Guido Moerkotte, Jens Claußen, Klaus Peithner, Alfons Kemper",VLDB,1997,1755.0,conf/vldb/ClaussenKMP97
3510,Optimizing Queries with Universal Quantification in Object-Oriented and Object-Relational Databases,"Jens Clau&#223;en, Alfons Kemper, Guido Moerkotte, Klaus Peithner",Very Large Data Bases,1997,1755.0,673649
3511,Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources,"Yannis E. Ioannidis, Minos N. Garofalakis",VLDB,1997,1756.0,conf/vldb/GarofalakisI97
3512,Parallel Query Scheduling and Optimization with Time- and Space-Shared Resources,"Minos N. Garofalakis, Yannis E. Ioannidis",Very Large Data Bases,1997,1756.0,671004
3513,The Complexity of Transformation-Based Join Enumeration,"César A. Galindo-Legaria, Martin L. Kersten, Arjan Pellenkoft",VLDB,1997,1757.0,conf/vldb/PellenkoftLK97
3514,The Complexity of Transformation-Based Join Enumeration,"Arjan Pellenkoft, C&#233;sar A. Galindo-Legaria, Martin L. Kersten",Very Large Data Bases,1997,1757.0,673661
3515,Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations,"Yun-Wu Huang, Ning Jing, Elke A. Rundensteiner",Very Large Data Bases,1997,1758.0,670996
3516,Spatial Joins Using R-trees: Breadth-First Traversal with Global Optimizations,"Ning Jing, Yun-Wu Huang, Elke A. Rundensteiner",VLDB,1997,1758.0,conf/vldb/HuangJR97
3517,M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,"Paolo Ciaccia, Marco Patella, Pavel Zezula",Very Large Data Bases,1997,1759.0,671005
3518,M-tree: An Efficient Access Method for Similarity Search in Metric Spaces,"Paolo Ciaccia, Pavel Zezula, Marco Patella",VLDB,1997,1759.0,conf/vldb/CiacciaPZ97
3519,"Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases","Soumen Chakrabarti, Byron Dom, Rakesh Agrawal, Prabhakar Raghavan",Very Large Data Bases,1997,1760.0,673659
3520,"Using Taxonomy, Discriminants, and Signatures for Navigating in Text Databases","Byron Dom, Rakesh Agrawal, Prabhakar Raghavan, Soumen Chakrabarti",VLDB,1997,1760.0,conf/vldb/ChakrabartiDAR97
3521,Towards an ODMG-Compliant Visual Object Query Language,"Manoj Chavda, Peter T. Wood",VLDB,1997,1761.0,conf/vldb/ChavdaW97
3522,Towards an ODMG-Compliant Visual Object Query Language,"Manoj Chavda, Peter T. Wood",Very Large Data Bases,1997,1761.0,671021
3523,Selectivity Estimation Without the Attribute Value Independence Assumption,"Viswanath Poosala, Yannis E. Ioannidis",Very Large Data Bases,1997,1762.0,673638
3524,Selectivity Estimation Without the Attribute Value Independence Assumption,"Viswanath Poosala, Yannis E. Ioannidis",VLDB,1997,1762.0,conf/vldb/PoosalaI97
3525,Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases,"Minos N. Garofalakis, Banu &#214;zden, Abraham Silberschatz",Very Large Data Bases,1997,1763.0,758368
3526,Resource Scheduling in Enhanced Pay-Per-View Continuous Media Databases,"Banu Özden, Minos N. Garofalakis, Abraham Silberschatz",VLDB,1997,1763.0,conf/vldb/GarofalakisOS97
3527,Integrating SQL Databases with Content-Specific Search Engines,"Stefan De&#223;loch, Nelson Mendon&#231;a Mattos",Very Large Data Bases,1997,1764.0,671012
3528,Integrating SQL Databases with Content-Specific Search Engines,"Stefan Deßloch, Nelson Mendonça Mattos",VLDB,1997,1764.0,conf/vldb/DesslochM97
3529,Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations,"Kyoji Hirata, Yoshinori Hara, Wen-Syan Li, K. Selçuk Candan",VLDB,1997,1765.0,conf/vldb/LiCHH97
3530,Facilitating Multimedia Database Exploration through Visual Interfaces and Perpetual Query Reformulations,"Wen-Syan Li, K. Sel&#231;uk Candan, Kyoji Hirata, Yoshinori Hara",Very Large Data Bases,1997,1765.0,673668
3531,Mining Insurance Data at Swiss Life,"J&#246;rg-Uwe Kietz, Ulrich Reimer, Martin Staudt",Very Large Data Bases,1997,1766.0,671001
3532,Mining Insurance Data at Swiss Life,"Jörg-Uwe Kietz, Ulrich Reimer, Martin Staudt",VLDB,1997,1766.0,conf/vldb/KietzRS97
3533,"The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy","Arne Koschel, Ralf Kramer, Ralf Nikolai, Peter C. Lockemann, Mechtild Wallrath, Ulrike Kölsch, Hans-Dirk Walter",VLDB,1997,1767.0,conf/vldb/LockemannKKKN97
3534,"The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy","Peter C. Lockemann, Ulrike K&#246;lsch, Arne Koschel, Ralf Kramer, Ralf Nikolai, Mechtild Wallrath, Hans-Dirk Walter",Very Large Data Bases,1997,1767.0,673665
3535,The Oracle Universal Server Buffer,"William Bridge, Ashok Joshi, M. Keihl, Tirthankar Lahiri, Juan Loaiza, N. MacNaughton",Very Large Data Bases,1997,1768.0,671011
3536,The Oracle Universal Server Buffer,"Ashok Joshi, N. MacNaughton, Juan Loaiza, M. Keihl, Tirthankar Lahiri, William Bridge",VLDB,1997,1768.0,conf/vldb/BridgeJKLLM97
3537,Filter Trees for Managing Spatial Data over a Range of Size Granularities,"Kenneth C. Sevcik, Nick Koudas",VLDB,1996,1769.0,conf/vldb/SevcikK96
3538,Filter Trees for Managing Spatial Data over a Range of Size Granularities,"Kenneth C. Sevcik, Nick Koudas",Very Large Data Bases,1996,1769.0,673466
3539,Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,"Christos Faloutsos, Volker Gaede",Very Large Data Bases,1996,1770.0,673487
3540,Analysis of n-Dimensional Quadtrees using the Hausdorff Fractal Dimension,"Christos Faloutsos, Volker Gaede",VLDB,1996,1770.0,conf/vldb/FaloutsosG96
3541,Efficient Snapshot Differential Algorithms for Data Warehousing,"Hector Garcia-Molina, Wilburt Labio",VLDB,1996,1771.0,conf/vldb/LabioG96
3542,Efficient Snapshot Differential Algorithms for Data Warehousing,"Wilburt Labio, Hector Garcia-Molina",Very Large Data Bases,1996,1771.0,673477
3543,EROC: A Toolkit for Building NEATO Query Optimizers,"William J. McKenna, Louis Burger, Chi Hoang, Melissa Truong",Very Large Data Bases,1996,1772.0,673476
3544,EROC: A Toolkit for Building NEATO Query Optimizers,"Melissa Truong, Louis Burger, William J. McKenna, Chi Hoang",VLDB,1996,1772.0,conf/vldb/McKennaBHT96
3545,A New SQL-like Operator for Mining Association Rules,"Rosa Meo, Giuseppe Psaila, Stefano Ceri",Very Large Data Bases,1996,1773.0,673500
3546,A New SQL-like Operator for Mining Association Rules,"Giuseppe Psaila, Stefano Ceri, Rosa Meo",VLDB,1996,1773.0,conf/vldb/MeoPC96
3547,Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,"Takeshi Fukuda, Yasuhiko Morimoto, Takeshi Tokuyama, Shinichi Morishita",VLDB,1996,1774.0,conf/vldb/FukudaMMT96
3548,Constructing Efficient Decision Trees by Using Optimized Numeric Association Rules,"Takeshi Fukuda, Yasuhiko Morimoto, Shinichi Morishita, Takeshi Tokuyama",Very Large Data Bases,1996,1774.0,673495
3549,Coalescing in Temporal Databases,"Michael D. Soo, Richard T. Snodgrass, Michael H. Böhlen",VLDB,1996,1775.0,conf/vldb/BohlenSS96
3550,Coalescing in Temporal Databases,"Michael H. B&#246;hlen, Richard Thomas Snodgrass, Michael D. Soo",Very Large Data Bases,1996,1775.0,673474
3551,Effective & Efficient Document Ranking without using a Large Lexicon,Yasushi Ogawa,VLDB,1996,1776.0,conf/vldb/Ogawa96
3552,Effective &; Efficient Document Ranking without using a Large Lexicon,Yasushi Ogawa,Very Large Data Bases,1996,1776.0,673320
3553,Fast Nearest Neighbor Search in Medical Image Databases,"Zenon Protopapas, Christos Faloutsos, Eliot Siegel, Flip Korn, Nikolaos Sidiropoulos",VLDB,1996,1777.0,conf/vldb/KornSFSP96
3554,Fast Nearest Neighbor Search in Medical Image Databases,"Flip Korn, Nikolaos Sidiropoulos, Christos Faloutsos, Eliot Siegel, Zenon Protopapas",Very Large Data Bases,1996,1777.0,673493
3555,Applying Data Mining Techniques to a Health Insurance Information System,"Michael J. Rothman, John P. Nearhos, Marisa S. Viveros",VLDB,1996,1778.0,conf/vldb/ViverosNR96
3556,Applying Data Mining Techniques to a Health Insurance Information System,"Marisa S. Viveros, John P. Nearhos, Michael J. Rothman",Very Large Data Bases,1996,1778.0,673464
3557,Answering Queries with Aggregation Using Views,"H. V. Jagadish, Shaul Dar, Divesh Srivastava, Alon Y. Levy",VLDB,1996,1779.0,conf/vldb/SrivastavaDJL96
3558,Answering Queries with Aggregation Using Views,"Divesh Srivastava, Shaul Dar, H. V. Jagadish, Alon Y. Levy",Very Large Data Bases,1996,1779.0,673627
3559,Clustering Techniques for Minimizing External Path Length,"A. A. Diwan, Sanjeeva Rane, S. Seshadri, S. Sudarshan",Very Large Data Bases,1996,1780.0,673636
3560,Clustering Techniques for Minimizing External Path Length,"A. A. Diwan, S. Sudarshan, Sanjeeva Rane, S. Seshadri",VLDB,1996,1780.0,conf/vldb/DiwanRSS96
3561,Disseminating Updates on Broadcast Disks,"Swarup Acharya, Michael J. Franklin, Stanley B. Zdonik",Very Large Data Bases,1996,1781.0,673323
3562,Disseminating Updates on Broadcast Disks,"Swarup Acharya, Stanley B. Zdonik, Michael J. Franklin",VLDB,1996,1781.0,conf/vldb/AcharyaFZ96
3563,"Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System","Georges Gardarin, Fei Sha, Zhao-Hui Tang",Very Large Data Bases,1996,1782.0,673485
3564,"Calibrating the Query Optimizer Cost Model of IRO-DB, an Object-Oriented Federated Database System","Zhao-Hui Tang, Fei Sha, Georges Gardarin",VLDB,1996,1782.0,conf/vldb/GardarinST96
3565,Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,"Zhao-Hui Tang, Georges Gardarin, Jean-Robert Gruser",VLDB,1996,1783.0,conf/vldb/GardarinGT96
3566,Cost-based Selection of Path Expression Processing Algorithms in Object-Oriented Databases,"Georges Gardarin, Jean-Robert Gruser, Zhao-Hui Tang",Very Large Data Bases,1996,1783.0,673484
3567,Dynamic Load Balancing in Hierarchical Parallel Database Systems,"Luc Bouganim, Daniela Florescu, Patrick Valduriez",VLDB,1996,1784.0,conf/vldb/BouganimFV96
3568,Dynamic Load Balancing in Hierarchical Parallel Database Systems,"Luc Bouganim, Daniela Florescu, Patrick Valduriez",Very Large Data Bases,1996,1784.0,673330
3569,Estimation of Query-Result Distribution and its Application in Parallel-Join Load Balancing,"Viswanath Poosala, Yannis E. Ioannidis",Very Large Data Bases,1996,1785.0,673321
3570,Estimation of Query-Result Distribution and its Application in Parallel-Join Load Balancing,"Viswanath Poosala, Yannis E. Ioannidis",VLDB,1996,1785.0,conf/vldb/PoosalaI96
3571,Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,"Sin Yeung Lee, Tok Wang Ling",Very Large Data Bases,1996,1786.0,673331
3572,Further Improvements on Integrity Constraint Checking for Stratifiable Deductive Databases,"Sin Yeung Lee, Tok Wang Ling",VLDB,1996,1786.0,conf/vldb/LeeL96
3573,Extracting Large Data Sets using DB2 Parallel Edition,Sriram Padmanabhan,VLDB,1996,1787.0,conf/vldb/Padmanabhan96
3574,Extracting Large Data Sets using DB2 Parallel Edition,Sriram Padmanabhan,Very Large Data Bases,1996,1787.0,673329
3575,Cache Coherency in Oracle Parallel Server,Boris Klots,VLDB,1996,1788.0,conf/vldb/Klots96
3576,Cache Coherency in Oracle Parallel Server,Boris Klots,Very Large Data Bases,1996,1788.0,673483
3577,Bellcore's ADAPT/X Harness System for Managing Information on Internet and Intranets,Amit P. Sheth,Very Large Data Bases,1996,1789.0,673492
3578,Bellcore's ADAPT/X Harness System for Managing Information on Internet and Intranets,Amit P. Sheth,VLDB,1996,1789.0,conf/vldb/Sheth96
3579,DISNIC-PLAN: A NICNET Based Distributed Database for Micro-level Planning in India,M. Moni,Very Large Data Bases,1996,1790.0,673335
3580,DISNIC-PLAN: A NICNET Based Distributed Database for Micro-level Planning in India,M. Moni,VLDB,1996,1790.0,conf/vldb/Moni96
3581,DWMS: Data Warehouse Management System,Narendra Mohan,Very Large Data Bases,1996,1791.0,673631
3582,DWMS: Data Warehouse Management System,Narendra Mohan,VLDB,1996,1791.0,conf/vldb/Mohan96
3583,Database Management Systems and the Internet,Susan Malaika,VLDB,1996,1792.0,conf/vldb/Malaika96
3584,Database Management Systems and the Internet,Susan Malaika,Very Large Data Bases,1996,1792.0,673630
3585,Very Large Databases in a Commercial Application Environment,Karl-Heinz Hess,Very Large Data Bases,1996,1793.0,673327
3586,Very Large Databases in a Commercial Application Environment,Karl-Heinz Hess,VLDB,1996,1793.0,conf/vldb/Hess96
3587,The Changing Landscape of the Software Industry and its Implications for India,Umang Gupta,VLDB,1996,1794.0,conf/vldb/Gupta96
3588,The Changing Landscape of the Software Industry and its Implications for India,Umang Gupta,Very Large Data Bases,1996,1794.0,673324
3589,Of Objects and Databases: A Decade of Turmoil,"David J. DeWitt, Michael J. Carey",VLDB,1996,1795.0,conf/vldb/CareyD96
3590,Of Objects and Databases: A Decade of Turmoil,"Michael J. Carey, David J. DeWitt",Very Large Data Bases,1996,1795.0,673465
3591,The X-tree: An Index Structure for High-Dimensional Data,"Stefan Berchtold, Daniel A. Keim, Hans-Peter Kriegel",Very Large Data Bases,1996,1796.0,673502
3592,The X-tree : An Index Structure for High-Dimensional Data,"Hans-Peter Kriegel, Stefan Berchtold, Daniel A. Keim",VLDB,1996,1796.0,conf/vldb/BerchtoldKK96
3593,WATCHMAN : A Data Warehouse Intelligent Cache Manager,"Peter Scheuermann, Radek Vingralek, Junho Shim",VLDB,1996,1797.0,conf/vldb/ScheuermannSV96
3594,WATCHMAN: A Data Warehouse Intelligent Cache Manager,"Peter Scheuermann, Junho Shim, Radek Vingralek",Very Large Data Bases,1996,1797.0,758367
3595,Incremental Maintenance of Externally Materialized Views,"Martin Staudt, Matthias Jarke",VLDB,1996,1798.0,conf/vldb/StaudtJ96
3596,Incremental Maintenance of Externally Materialized Views,"Martin Staudt, Matthias Jarke",Very Large Data Bases,1996,1798.0,673479
3597,Optimization of Queries with User-defined Predicates,"Surajit Chaudhuri, Kyuseok Shim",Very Large Data Bases,1996,1799.0,673461
3598,Optimization of Queries with User-defined Predicates,"Surajit Chaudhuri, Kyuseok Shim",VLDB,1996,1799.0,conf/vldb/ChaudhuriS96
3599,The Design and Implementation of a Sequence Database System,"Raghu Ramakrishnan, Miron Livny, Praveen Seshadri",VLDB,1996,1800.0,conf/vldb/SeshadriLR96
